ZIP,Dependents,AGI,NumReturns,AvgAGI
12206,"4,770","221,638","6,950"," 31,890 "
12207,380,"20,341",670," 30,360 "
12208,"3,850","559,426","9,930"," 56,337 "
12209,"2,940","221,542","5,170"," 42,851 "
12210,"2,150","185,755","4,890"," 37,987 "
12211,"2,980","730,616","6,060"," 120,564 "
12302,"7,060","884,259","14,120"," 62,625 "
12303,"8,880","862,139","14,860"," 58,017 "
12304,"5,980","418,024","10,280"," 40,664 "
12305,560,"62,797","1,870"," 33,581 "
12306,"6,560","706,290","13,490"," 52,357 "
12307,"2,860","56,937","2,800"," 20,335 "
12308,"3,810","252,211","6,200"," 40,679 "
12309,"8,500","1,383,082","15,110"," 91,534 "
12401,"8,500","775,942","15,990"," 48,527 "
12404,880,"96,115","1,600"," 60,072 "
12405,150,"13,534",290," 46,669 "
12406,160,"12,098",310," 39,026 "
12407,60,"4,257",110," 38,700 "
12409,140,"37,741",480," 78,627 "
12410,60,"10,106",160," 63,163 "
12411,100,"11,544",230," 50,191 "
12412,160,"16,772",340," 49,329 "
12413,740,"56,484","1,350"," 41,840 "
12414,"2,420","216,498","4,590"," 47,167 "
12418,130,"15,718",260," 60,454 "
12419,190,"22,949",360," 63,747 "
12421,40,"10,756",160," 67,225 "
12422,70,"6,833",150," 45,553 "
12423,230,"21,846",480," 45,513 "
12424,40,"5,889",110," 53,536 "
12427,140,"9,182",220," 41,736 "
12428,"1,770","105,314","2,560"," 41,138 "
12430,200,"19,786",450," 43,969 "
12431,340,"36,226",730," 49,625 "
12433,70,"14,588",200," 72,940 "
12434,190,"11,777",340," 34,638 "
12435,110,"7,980",180," 44,333 "
12439,80,"8,328",180," 46,267 "
12440,390,"59,411",980," 60,623 "
12442,180,"23,837",470," 50,717 "
12443,970,"155,240","2,070"," 74,995 "
12444,60,"8,511",150," 56,740 "
12446,"1,210","110,482","2,160"," 51,149 "
12448,0,"4,648",100," 46,480 "
12449,850,"82,182","1,700"," 48,342 "
12451,420,"39,133",850," 46,039 "
12454,50,"4,647",110," 42,245 "
12455,310,"32,820",740," 44,351 "
12456,250,"16,327",400," 40,818 "
12457,110,"17,617",290," 60,748 "
12458,590,"47,206","1,080"," 43,709 "
12460,60,"6,231",140," 44,507 "
12461,330,"43,118",780," 55,279 "
12463,320,"37,528",730," 51,408 "
12464,170,"21,244",440," 48,282 "
12466,670,"86,450","1,590"," 54,371 "
12468,250,"20,540",480," 42,792 "
12469,160,"14,655",300," 48,850 "
12470,150,"8,674",220," 39,427 "
12472,360,"40,468",850," 47,609 "
12473,210,"21,266",420," 50,633 "
12474,250,"27,824",570," 48,814 "
12477,"4,360","459,981","8,730"," 52,690 "
12480,100,"11,815",280," 42,196 "
12481,270,"40,228",690," 58,301 "
12482,180,"13,787",370," 37,262 "
12484,650,"98,589","1,480"," 66,614 "
12485,210,"20,684",490," 42,212 "
12486,340,"45,468",770," 59,049 "
12487,690,"78,995","1,350"," 58,515 "
12491,470,"61,310","1,010"," 60,703 "
12492,30,"6,704",110," 60,945 "
12494,120,"22,918",340," 67,406 "
12495,40,"9,532",150," 63,547 "
12496,280,"38,115",690," 55,239 "
12498,770,"197,927","2,390"," 82,815 "
12501,530,"57,614","1,030"," 55,936 "
12502,220,"38,783",470," 82,517 "
12503,130,"27,823",300," 92,743 "
12508,"4,590","470,978","8,510"," 55,344 "
12513,180,"54,021",610," 88,559 "
12514,750,"127,561","1,350"," 94,490 "
12515,510,"39,976",790," 50,603 "
12516,370,"40,318",740," 54,484 "
12517,120,"12,111",210," 57,671 "
12518,"1,760","234,793","2,890"," 81,243 "
12520,930,"149,840","1,670"," 89,725 "
12521,380,"45,189",780," 57,935 "
12522,"1,190","119,044","2,230"," 53,383 "
12523,360,"48,578",880," 55,202 "
12524,"3,770","544,843","7,620"," 71,502 "
12525,960,"129,059","1,750"," 73,748 "
12526,910,"124,116","1,820"," 68,196 "
12528,"3,800","399,441","6,520"," 61,264 "
12529,500,"76,815","1,120"," 68,585 "
12531,930,"131,801","1,540"," 85,585 "
12533,"8,530","1,085,644","12,180"," 89,133 "
12534,"3,810","360,634","7,610"," 47,389 "
12538,"3,210","386,542","6,560"," 58,924 "
12540,"2,590","372,177","3,720"," 100,048 "
12542,"1,670","188,303","2,870"," 65,611 "
12543,900,"70,744","1,420"," 49,820 "
12545,"1,100","258,703","2,240"," 115,492 "
12546,670,"89,326","1,390"," 64,263 "
12547,840,"91,540","1,420"," 64,465 "
12548,420,"43,507",740," 58,793 "
12549,"3,250","347,710","4,990"," 69,681 "
12550,"18,800","1,270,043","24,860"," 51,088 "
12553,"7,780","736,175","12,150"," 60,591 "
12561,"3,460","490,204","7,140"," 68,656 "
12563,"1,980","248,708","3,530"," 70,456 "
12564,"1,970","294,398","3,340"," 88,143 "
12565,460,"31,421",800," 39,276 "
12566,"3,170","294,636","4,910"," 60,007 "
12567,650,"92,682","1,310"," 70,750 "
12569,"2,830","361,925","5,050"," 71,668 "
12570,"2,500","293,392","3,380"," 86,802 "
12571,"2,440","315,602","4,510"," 69,978 "
12572,"2,190","531,176","4,540"," 116,999 "
12575,750,"85,191","1,100"," 77,446 "
12577,680,"72,192",960," 75,200 "
12578,620,"90,340","1,130"," 79,947 "
12580,990,"142,380","1,890"," 75,333 "
12581,430,"86,440",980," 88,204 "
12582,"1,460","183,590","2,260"," 81,235 "
12583,600,"61,812","1,060"," 58,313 "
12585,260,"32,139",460," 69,867 "
12586,"3,970","347,144","6,030"," 57,569 "
12589,"3,860","401,925","6,700"," 59,989 "
12590,"10,280","1,181,527","17,800"," 66,378 "
12592,300,"33,425",590," 56,653 "
12594,"1,280","110,680","1,940"," 57,052 "
12601,"12,040","804,137","17,230"," 46,671 "
12603,"12,400","1,436,482","20,870"," 68,830 "
12701,"3,020","164,014","4,360"," 37,618 "
12719,210,"23,825",460," 51,793 "
12720,60,"10,946",120," 91,217 "
12721,"2,020","166,639","2,860"," 58,265 "
12723,300,"37,559",720," 52,165 "
12725,40,"8,180",150," 54,533 "
12726,250,"26,532",490," 54,147 "
12729,460,"39,030",870," 44,862 "
12732,190,"22,502",370," 60,816 "
12733,630,"7,899",240," 32,913 "
12734,460,"23,251",550," 42,275 "
12737,480,"42,502",800," 53,128 "
12738,70,"5,522",120," 46,017 "
12740,490,"53,010",920," 57,620 "
12741,90,"6,739",160," 42,119 "
12742,110,"6,994",170," 41,141 "
12743,70,"8,321",140," 59,436 "
12746,300,"25,322",560," 45,218 "
12747,420,"34,616",790," 43,818 "
12748,510,"47,968",920," 52,139 "
12750,50,"3,645",100," 36,450 "
12751,550,"14,108",400," 35,270 "
12752,60,"6,947",140," 49,621 "
12754,"2,240","124,593","2,860"," 43,564 "
12758,940,"80,555","1,700"," 47,385 "
12759,550,"21,112",600," 35,187 "
12760,100,"9,361",220," 42,550 "
12762,140,"12,797",260," 49,219 "
12763,230,"18,842",390," 48,313 "
12764,330,"36,183",730," 49,566 "
12765,250,"25,966",470," 55,247 "
12766,80,"6,695",140," 47,821 "
12768,190,"20,277",390," 51,992 "
12770,50,"4,782",100," 47,820 "
12771,"4,230","293,856","6,090"," 48,252 "
12775,740,"91,273","1,270"," 71,869 "
12776,420,"47,810",870," 54,954 "
12777,130,"23,908",330," 72,448 "
12779,990,"40,653","1,020"," 39,856 "
12780,640,"56,896","1,120"," 50,800 "
12783,370,"25,800",580," 44,483 "
12786,140,"18,707",300," 62,357 "
12787,110,"11,174",230," 48,583 "
12788,590,"47,331",940," 50,352 "
12789,510,"32,781",700," 46,830 "
12790,"1,100","111,895","2,200"," 50,861 "
12791,160,"18,890",340," 55,559 "
12792,110,"9,672",210," 46,057 "
12801,"3,610","324,155","7,640"," 42,429 "
12803,"2,180","187,139","4,190"," 44,663 "
12804,"6,820","843,328","13,470"," 62,608 "
12808,30,"10,592",170," 62,306 "
12809,860,"77,796","1,660"," 46,865 "
12810,140,"12,640",320," 39,500 "
12814,280,"53,673",920," 58,340 "
12815,210,"27,720",500," 55,440 "
12816,"1,090","103,121","2,110"," 48,873 "
12817,470,"55,298","1,100"," 50,271 "
12819,90,"5,251",130," 40,392 "
12821,70,"6,565",150," 43,767 "
12822,"1,610","121,682","2,800"," 43,458 "
12823,70,"7,331",140," 52,364 "
12824,140,"30,748",410," 74,995 "
12827,960,"88,515","1,910"," 46,343 "
12828,"2,500","210,109","4,650"," 45,185 "
12831,"5,320","556,415","8,320"," 66,877 "
12832,"1,570","117,699","2,710"," 43,431 "
12833,"1,200","148,722","2,230"," 66,691 "
12834,"1,680","171,956","3,170"," 54,245 "
12835,560,"58,434","1,260"," 46,376 "
12836,110,"17,381",320," 54,316 "
12837,180,"14,472",350," 41,349 "
12838,160,"14,425",330," 43,712 "
12839,"3,470","255,956","6,440"," 39,745 "
12842,200,"26,655",620," 42,992 "
12843,130,"12,461",260," 47,927 "
12844,40,"13,361",160," 83,506 "
12845,"1,050","184,885","2,580"," 71,661 "
12846,700,"72,557","1,620"," 44,788 "
12847,130,"16,651",370," 45,003 "
12849,150,"15,676",330," 47,503 "
12850,800,"89,898","1,390"," 64,675 "
12851,60,"6,039",160," 37,744 "
12852,90,"10,423",220," 47,377 "
12853,320,"26,635",640," 41,617 "
12855,40,"5,056",120," 42,133 "
12857,130,"11,811",280," 42,182 "
12859,630,"52,423","1,010"," 51,904 "
12860,150,"14,343",380," 37,745 "
12861,130,"16,136",290," 55,641 "
12863,200,"20,463",330," 62,009 "
12865,760,"76,544","1,610"," 47,543 "
12866,"8,350","3,149,980","18,890"," 166,754 "
12870,380,"36,236",790," 45,868 "
12871,"1,250","103,290","1,970"," 52,431 "
12873,150,"19,522",370," 52,762 "
12878,120,"11,702",300," 39,007 "
12883,"1,290","102,513","2,300"," 44,571 "
12885,"1,090","89,553","2,210"," 40,522 "
12886,70,"5,176",110," 47,055 "
12887,"1,290","91,280","2,150"," 42,456 "
12901,"6,470","700,929","14,200"," 49,361 "
12903,250,"46,241",780," 59,283 "
12910,410,"31,456",740," 42,508 "
12912,470,"43,165","1,000"," 43,165 "
12913,280,"24,855",530," 46,896 "
12914,250,"13,308",340," 39,141 "
12916,640,"35,797",900," 39,774 "
12917,460,"24,786",600," 41,310 "
12918,580,"59,047","1,180"," 50,040 "
12919,880,"71,546","1,590"," 44,997 "
12920,610,"47,866","1,000"," 47,866 "
12921,630,"65,860","1,200"," 54,883 "
12923,130,"9,747",210," 46,414 "
12926,520,"35,302",900," 39,224 "
12928,520,"41,853",900," 46,503 "
12930,170,"10,745",280," 38,375 "
12932,270,"29,464",640," 46,038 "
12934,250,"16,457",410," 40,139 "
12935,360,"30,871",690," 44,741 "
12936,150,"16,564",310," 53,432 "
12937,420,"23,800",610," 39,016 "
12941,290,"29,998",630," 47,616 "
12942,120,"21,686",340," 63,782 "
12943,80,"12,354",220," 56,155 "
12944,950,"78,125","1,790"," 43,645 "
12945,160,"16,722",340," 49,182 "
12946,"1,070","184,207","2,760"," 66,742 "
12950,220,"13,514",340," 39,747 "
12952,110,"12,540",260," 48,231 "
12953,"2,780","223,203","4,840"," 46,116 "
12955,80,"6,757",150," 45,047 "
12956,290,"19,282",500," 38,564 "
12957,440,"26,008",710," 36,631 "
12958,490,"38,069",840," 45,320 "
12959,350,"25,645",600," 42,742 "
12960,280,"22,151",470," 47,130 "
12961,60,"5,201",120," 43,342 "
12962,"1,400","145,988","2,600"," 56,149 "
12965,160,"7,551",210," 35,957 "
12966,810,"47,073","1,190"," 39,557 "
12967,380,"18,681",440," 42,457 "
12969,60,"7,764",160," 48,525 "
12970,50,"6,719",160," 41,994 "
12972,"1,690","174,660","2,990"," 58,415 "
12974,320,"26,464",650," 40,714 "
12978,120,"8,151",190," 42,900 "
12979,520,"58,474","1,200"," 48,728 "
12980,340,"22,518",560," 40,211 "
12981,510,"55,166","1,090"," 50,611 "
12983,"1,540","187,657","3,580"," 52,418 "
12985,260,"19,310",460," 41,978 "
12986,"1,290","130,248","2,640"," 49,336 "
12987,70,"6,072",130," 46,708 "
12989,170,"22,110",440," 50,250 "
12992,"1,250","103,421","2,290"," 45,162 "
12993,370,"43,172",790," 54,648 "
12996,400,"44,791",930," 48,162 "
12997,240,"25,479",540," 47,183 "
12998,140,"7,779",210," 37,043 "
13021,"9,630","941,159","18,440"," 51,039 "
13026,350,"38,767",660," 58,738 "
13027,"9,180","1,089,119","16,320"," 66,735 "
13028,290,"25,435",570," 44,623 "
13029,"2,040","226,602","3,480"," 65,116 "
13030,910,"108,691","2,030"," 53,542 "
13031,"4,260","528,846","8,290"," 63,793 "
13032,"3,230","277,596","5,860"," 47,371 "
13033,"1,110","81,642","1,720"," 47,466 "
13034,450,"44,669",900," 49,632 "
13035,"2,240","386,108","3,820"," 101,075 "
13036,"2,350","200,761","4,180"," 48,029 "
13037,"2,500","238,813","4,350"," 54,900 "
13039,"5,220","575,350","8,650"," 66,514 "
13040,730,"50,097","1,170"," 42,818 "
13041,"3,300","324,521","5,470"," 59,327 "
13042,580,"47,658","1,040"," 45,825 "
13044,640,"62,473","1,270"," 49,191 "
13045,"5,890","547,575","11,370"," 48,160 "
13052,550,"40,418",890," 45,413 "
13053,"1,120","118,957","2,210"," 53,827 "
13054,460,"30,657",720," 42,579 "
13057,"3,730","400,488","7,940"," 50,439 "
13060,810,"71,557","1,470"," 48,678 "
13061,250,"27,337",510," 53,602 "
13063,580,"54,730",920," 59,489 "
13066,"3,500","763,277","6,460"," 118,154 "
13068,"1,270","130,683","2,510"," 52,065 "
13069,"7,010","467,354","10,750"," 43,475 "
13071,240,"22,980",480," 47,875 "
13072,190,"13,223",370," 35,738 "
13073,"1,680","152,513","3,030"," 50,334 "
13074,"1,240","79,460","1,910"," 41,602 "
13076,660,"51,645","1,130"," 45,704 "
13077,"1,810","165,118","3,200"," 51,599 "
13078,"2,760","479,954","4,430"," 108,342 "
13080,"1,000","88,343","1,820"," 48,540 "
13081,280,"29,996",510," 58,816 "
13082,"1,160","112,723","2,360"," 47,764 "
13083,520,"34,890",780," 44,731 "
13084,"1,140","135,113","2,200"," 61,415 "
13088,"4,840","589,261","11,820"," 49,853 "
13090,"8,750","900,385","15,420"," 58,391 "
13092,680,"54,990","1,130"," 48,664 "
13101,720,"50,302","1,180"," 42,629 "
13103,140,"4,888",170," 28,753 "
13104,"5,310","907,431","7,680"," 118,155 "
13108,"1,810","209,886","3,130"," 67,056 "
13110,550,"66,666","1,150"," 57,970 "
13111,460,"28,324",710," 39,893 "
13112,470,"50,414",910," 55,400 "
13114,"1,790","144,357","2,960"," 48,769 "
13116,"1,030","92,576","1,790"," 51,718 "
13118,"1,410","116,927","2,440"," 47,921 "
13120,760,"47,240","1,050"," 44,990 "
13122,350,"28,744",520," 55,277 "
13126,"7,820","733,498","14,410"," 50,902 "
13131,"1,070","77,788","1,700"," 45,758 "
13132,"1,040","95,382","1,900"," 50,201 "
13135,"1,980","155,726","3,110"," 50,073 "
13136,130,"7,120",220," 32,364 "
13140,"1,180","80,686","1,980"," 40,751 "
13141,210,"13,926",340," 40,959 "
13142,"1,710","135,599","2,810"," 48,256 "
13143,850,"49,845","1,130"," 44,111 "
13144,390,"21,493",530," 40,553 "
13145,490,"39,204",890," 44,049 "
13146,610,"38,863",890," 43,666 "
13147,310,"26,435",540," 48,954 "
13148,"2,580","243,767","4,990"," 48,851 "
13152,"2,130","462,255","3,990"," 115,853 "
13155,250,"12,204",310," 39,368 "
13156,460,"40,526",810," 50,032 "
13158,400,"25,987",660," 39,374 "
13159,"1,500","167,160","2,500"," 66,864 "
13160,490,"49,718",950," 52,335 "
13164,910,"75,382","1,230"," 61,286 "
13165,"2,740","212,493","5,090"," 41,747 "
13166,"1,500","124,762","2,750"," 45,368 "
13167,870,"79,427","1,570"," 50,590 "
13202,"1,250","73,344","1,800"," 40,747 "
13203,"4,050","235,110","6,270"," 37,498 "
13204,"5,670","243,667","7,890"," 30,883 "
13205,"5,450","224,473","7,380"," 30,416 "
13206,"4,020","310,018","8,290"," 37,397 "
13207,"4,090","243,747","6,030"," 40,422 "
13208,"6,660","275,292","9,280"," 29,665 "
13209,"3,290","305,405","6,830"," 44,715 "
13210,"3,000","240,018","6,040"," 39,738 "
13211,"1,700","115,917","3,280"," 35,341 "
13212,"4,790","496,591","10,630"," 46,716 "
13214,"2,020","241,655","3,790"," 63,761 "
13215,"4,160","544,979","7,150"," 76,221 "
13219,"3,950","436,981","8,190"," 53,355 "
13224,"2,330","276,846","4,210"," 65,759 "
13302,450,"22,883",630," 36,322 "
13303,330,"31,676",540," 58,659 "
13304,440,"60,432",900," 67,147 "
13308,920,"66,023","1,520"," 43,436 "
13309,"1,430","118,938","2,660"," 44,714 "
13310,180,"12,297",310," 39,668 "
13314,130,"7,888",220," 35,855 "
13315,350,"26,093",600," 43,488 "
13316,"1,710","124,973","2,860"," 43,697 "
13317,980,"75,396","1,670"," 45,147 "
13318,350,"27,170",620," 43,823 "
13319,260,"17,046",440," 38,741 "
13320,470,"39,098",880," 44,430 "
13322,300,"27,643",580," 47,660 "
13323,"2,170","327,062","4,690"," 69,736 "
13324,490,"37,489",890," 42,122 "
13325,250,"16,935",450," 37,633 "
13326,"1,190","193,489","2,610"," 74,134 "
13327,600,"40,837",980," 41,670 "
13328,270,"27,975",560," 49,955 "
13329,980,"62,891","1,570"," 40,058 "
13331,30,"8,171",150," 54,473 "
13332,770,"45,831","1,090"," 42,047 "
13334,350,"23,407",560," 41,798 "
13335,450,"33,849",750," 45,132 "
13337,180,"27,293",400," 68,233 "
13338,280,"25,381",600," 42,302 "
13339,"1,800","101,061","2,590"," 39,020 "
13340,"2,080","171,540","3,690"," 46,488 "
13343,430,"36,357",800," 45,446 "
13346,860,"134,306","1,930"," 69,589 "
13348,350,"29,227",640," 45,667 "
13350,"2,150","166,171","4,010"," 41,439 "
13354,"1,000","86,373","1,620"," 53,317 "
13355,270,"16,541",390," 42,413 "
13357,"2,890","204,323","4,760"," 42,925 "
13360,100,"10,472",220," 47,600 "
13361,230,"11,064",260," 42,554 "
13363,630,"52,656","1,100"," 47,869 "
13365,"2,300","165,441","3,670"," 45,079 "
13367,"2,370","171,594","3,620"," 47,402 "
13368,310,"22,028",540," 40,793 "
13402,420,"27,664",650," 42,560 "
13403,"1,140","138,286","2,280"," 60,652 "
13406,150,"12,605",300," 42,017 "
13407,"1,290","101,912","2,420"," 42,112 "
13408,640,"55,141","1,120"," 49,233 "
13409,680,"47,149","1,100"," 42,863 "
13411,850,"53,357","1,350"," 39,524 "
13413,"3,900","637,591","7,790"," 81,847 "
13416,630,"47,384",950," 49,878 "
13417,720,"69,149","1,680"," 41,160 "
13420,280,"44,384",840," 52,838 "
13421,"3,570","298,848","6,330"," 47,211 "
13424,590,"57,821","1,110"," 52,091 "
13425,590,"38,317",910," 42,107 "
13428,420,"29,257",640," 45,714 "
13431,510,"46,088",890," 51,784 "
13433,480,"24,154",710," 34,020 "
13437,110,"8,868",210," 42,229 "
13438,780,"83,801","1,670"," 50,180 "
13439,940,"75,291","1,760"," 42,779 "
13440,"9,780","838,143","18,110"," 46,281 "
13450,60,"5,109",130," 39,300 "
13452,"1,190","76,428","1,870"," 40,871 "
13454,220,"13,940",340," 41,000 "
13456,"1,170","112,352","2,050"," 54,806 "
13459,470,"40,345",930," 43,382 "
13460,"1,210","89,001","2,140"," 41,589 "
13461,810,"89,744","1,610"," 55,742 "
13464,260,"17,347",500," 34,694 "
13468,120,"11,450",220," 52,045 "
13469,240,"20,490",380," 53,921 "
13470,130,"10,248",260," 39,415 "
13471,930,"53,248","1,390"," 38,308 "
13473,210,"15,652",350," 44,720 "
13476,870,"75,207","1,660"," 45,305 "
13477,360,"25,281",590," 42,849 "
13478,880,"72,502","1,500"," 48,335 "
13480,880,"73,218","1,550"," 47,237 "
13483,90,"4,417",110," 40,155 "
13485,320,"17,504",440," 39,782 "
13486,210,"20,712",420," 49,314 "
13488,70,"5,112",120," 42,600 "
13489,210,"13,205",300," 44,017 "
13490,380,"33,944",690," 49,194 "
13491,"1,010","77,496","1,660"," 46,684 "
13492,"3,000","338,753","5,980"," 56,648 "
13493,560,"32,398",840," 38,569 "
13494,60,"6,498",170," 38,224 "
13495,440,"43,711","1,050"," 41,630 "
13501,"10,910","543,791","14,670"," 37,068 "
13502,"7,810","557,799","14,060"," 39,673 "
13601,"9,860","750,706","16,720"," 44,899 "
13603,"5,380","118,828","3,690"," 32,203 "
13605,"1,390","95,143","1,970"," 48,296 "
13606,780,"63,990","1,270"," 50,386 "
13607,400,"53,548","1,020"," 52,498 "
13608,500,"27,248",650," 41,920 "
13612,820,"60,226","1,270"," 47,422 "
13613,660,"43,202","1,010"," 42,774 "
13614,90,"4,158",110," 37,800 "
13616,460,"27,476",800," 34,345 "
13617,"2,040","209,603","3,840"," 54,584 "
13618,400,"44,185",860," 51,378 "
13619,"2,980","190,984","4,340"," 44,006 "
13620,660,"36,215",870," 41,626 "
13621,180,"12,186",290," 42,021 "
13622,620,"54,457","1,050"," 51,864 "
13624,"1,100","118,494","2,250"," 52,664 "
13625,390,"44,801",850," 52,707 "
13626,550,"42,913",970," 44,240 "
13630,380,"21,618",540," 40,033 "
13634,"1,100","94,506","1,870"," 50,538 "
13635,260,"16,240",410," 39,610 "
13636,90,"5,844",140," 41,743 "
13637,"1,360","79,517","2,090"," 38,046 "
13638,140,"6,294",170," 37,024 "
13640,50,"17,011",220," 77,323 "
13642,"2,420","149,075","3,460"," 43,085 "
13646,530,"39,114",910," 42,982 "
13648,590,"42,604",950," 44,846 "
13650,360,"27,227",580," 46,943 "
13652,550,"28,840",750," 38,453 "
13654,510,"36,394",840," 43,326 "
13655,"1,720","46,217","1,390"," 33,250 "
13656,800,"46,275","1,140"," 40,592 "
13658,680,"47,773","1,040"," 45,936 "
13659,150,"11,381",250," 45,524 "
13660,580,"36,449",800," 45,561 "
13661,480,"32,410",700," 46,300 "
13662,"4,210","331,969","7,160"," 46,364 "
13664,110,"13,804",230," 60,017 "
13665,280,"15,623",400," 39,058 "
13667,820,"56,231","1,350"," 41,653 "
13668,860,"67,529","1,490"," 45,321 "
13669,"3,870","305,553","6,400"," 47,743 "
13670,130,"5,548",170," 32,635 "
13672,190,"16,026",360," 44,517 "
13673,710,"39,613",980," 40,421 "
13676,"2,640","267,461","4,850"," 55,147 "
13679,480,"37,503",830," 45,184 "
13680,320,"18,914",450," 42,031 "
13681,280,"13,331",360," 37,031 "
13682,260,"21,390",410," 52,171 "
13684,300,"19,815",480," 41,281 "
13685,570,"70,590","1,180"," 59,822 "
13687,100,"11,599",270," 42,959 "
13690,160,"15,127",360," 42,019 "
13691,890,"56,761","1,310"," 43,329 "
13693,110,"15,145",270," 56,093 "
13694,380,"41,244",700," 58,920 "
13696,60,"4,628",120," 38,567 "
13697,650,"38,873",930," 41,799 "
13730,620,"52,951","1,260"," 42,025 "
13731,180,"31,552",510," 61,867 "
13732,"2,240","236,619","3,900"," 60,672 "
13733,"1,220","100,628","2,250"," 44,724 "
13734,620,"43,279",990," 43,716 "
13736,620,"47,951","1,080"," 44,399 "
13739,220,"18,094",420," 43,081 "
13740,140,"12,304",230," 53,496 "
13743,"1,010","79,481","1,730"," 45,943 "
13744,290,"24,974",560," 44,596 "
13746,680,"61,192","1,260"," 48,565 "
13748,960,"86,670","1,790"," 48,419 "
13750,260,"18,241",470," 38,811 "
13751,70,"4,539",120," 37,825 "
13752,170,"14,772",350," 42,206 "
13753,930,"97,391","1,920"," 50,724 "
13754,810,"54,952","1,360"," 40,406 "
13755,310,"23,397",570," 41,047 "
13756,100,"8,368",220," 38,036 "
13757,210,"20,375",420," 48,512 "
13760,"10,540","1,116,296","21,430"," 52,090 "
13775,350,"36,590",750," 48,787 "
13776,130,"15,002",330," 45,461 "
13777,230,"16,798",400," 41,995 "
13778,"1,420","131,843","2,690"," 49,012 "
13780,270,"22,086",470," 46,991 "
13782,140,"12,984",310," 41,884 "
13783,600,"45,409","1,030"," 44,086 "
13786,80,"7,949",190," 41,837 "
13787,970,"60,719","1,530"," 39,686 "
13788,260,"18,936",420," 45,086 "
13790,"4,350","350,672","8,590"," 40,823 "
13795,980,"80,183","1,810"," 44,300 "
13796,280,"25,935",590," 43,958 "
13797,550,"38,412",920," 41,752 "
13801,310,"19,550",540," 36,204 "
13802,270,"20,342",440," 46,232 "
13803,"1,280","78,914","1,850"," 42,656 "
13804,100,"8,501",220," 38,641 "
13806,40,"4,315",110," 39,227 "
13807,320,"28,035",610," 45,959 "
13808,420,"35,176",780," 45,097 "
13809,410,"29,503",720," 40,976 "
13810,240,"20,436",510," 40,071 "
13811,"1,220","94,835","2,030"," 46,717 "
13812,580,"46,387","1,080"," 42,951 "
13813,240,"16,891",410," 41,198 "
13815,"3,270","282,724","6,030"," 46,886 "
13820,"3,540","389,909","7,780"," 50,117 "
13825,780,"68,947","1,540"," 44,771 "
13827,"2,900","274,410","5,310"," 51,678 "
13830,"1,260","94,110","2,200"," 42,777 "
13832,170,"10,138",270," 37,548 "
13833,"1,120","86,616","1,940"," 44,647 "
13835,360,"26,551",650," 40,848 "
13838,"1,160","85,547","1,950"," 43,870 "
13839,350,"25,329",650," 38,968 "
13841,130,"9,256",230," 40,243 "
13842,110,"10,028",210," 47,752 "
13843,440,"33,019",780," 42,332 "
13844,190,"12,859",330," 38,967 "
13846,70,"6,492",150," 43,280 "
13849,"1,050","93,006","2,000"," 46,503 "
13850,"5,290","724,189","10,060"," 71,987 "
13856,"1,420","113,768","2,690"," 42,293 "
13861,160,"15,526",330," 47,048 "
13862,"1,110","82,191","1,810"," 45,409 "
13863,140,"7,099",200," 35,495 "
13864,250,"20,614",510," 40,420 "
13865,"1,670","126,190","2,770"," 45,556 "
13901,"4,720","420,419","8,650"," 48,603 "
13903,"4,490","445,443","8,570"," 51,977 "
13904,"2,160","183,979","4,300"," 42,786 "
13905,"5,190","498,716","11,030"," 45,215 "
14001,"2,370","255,732","4,820"," 53,056 "
14004,"2,780","292,492","5,360"," 54,569 "
14005,570,"42,402",910," 46,596 "
14006,"2,290","229,556","4,840"," 47,429 "
14008,400,"33,654",720," 46,742 "
14009,"1,400","119,745","2,650"," 45,187 "
14011,"1,530","140,932","2,870"," 49,105 "
14012,730,"49,767","1,130"," 44,042 "
14013,540,"29,866",730," 40,912 "
14020,"4,940","454,944","10,050"," 45,268 "
14024,420,"32,568",720," 45,233 "
14025,820,"99,284","1,580"," 62,838 "
14026,180,"20,192",390," 51,774 "
14028,370,"42,484",730," 58,197 "
14030,420,"33,025",780," 42,340 "
14031,"2,560","589,304","4,910"," 120,021 "
14032,"3,040","412,713","4,040"," 102,157 "
14033,620,"83,647","1,170"," 71,493 "
14034,490,"39,969",880," 45,419 "
14036,"1,200","119,674","2,450"," 48,847 "
14037,290,"31,990",610," 52,443 "
14040,540,"56,331","1,120"," 50,296 "
14041,90,"3,601",100," 36,010 "
14042,"1,080","67,198","1,690"," 39,762 "
14043,"5,280","603,401","12,980"," 46,487 "
14047,"1,570","176,893","3,180"," 55,627 "
14048,"3,590","249,005","6,440"," 38,665 "
14051,"6,340","1,078,095","10,020"," 107,594 "
14052,"4,670","753,511","8,970"," 84,003 "
14054,390,"30,682",610," 50,298 "
14055,350,"36,512",720," 50,711 "
14057,"2,320","247,380","4,170"," 59,324 "
14058,700,"54,161","1,060"," 51,095 "
14059,"2,360","356,022","4,960"," 71,779 "
14060,90,"7,174",180," 39,856 "
14062,790,"71,056","1,530"," 46,442 "
14063,"2,560","269,941","5,110"," 52,826 "
14065,550,"31,815",770," 41,318 "
14066,280,"22,068",490," 45,037 "
14067,"1,310","116,674","2,400"," 48,614 "
14068,"1,970","296,223","3,580"," 82,744 "
14069,200,"25,978",450," 57,729 "
14070,"1,230","97,135","2,300"," 42,233 "
