Zip,Count,AGI,TotInc
12443,"2,070"," 74,995 "," 76,193 "
12444,150," 56,740 "," 58,093 "
12446,"2,160"," 51,149 "," 52,027 "
12448,100," 46,480 "," 47,580 "
12449,"1,700"," 48,342 "," 48,753 "
12451,850," 46,039 "," 46,565 "
12454,110," 42,245 "," 43,064 "
12455,740," 44,351 "," 45,328 "
12456,400," 40,818 "," 41,240 "
12457,290," 60,748 "," 62,928 "
12458,"1,080"," 43,709 "," 44,069 "
12460,140," 44,507 "," 45,057 "
12461,780," 55,279 "," 56,417 "
12463,730," 51,408 "," 52,316 "
12464,440," 48,282 "," 49,693 "
12466,"1,590"," 54,371 "," 54,833 "
12468,480," 42,792 "," 43,654 "
12469,300," 48,850 "," 49,490 "
12470,220," 39,427 "," 39,805 "
12472,850," 47,609 "," 48,289 "
12473,420," 50,633 "," 51,221 "
12474,570," 48,814 "," 49,779 "
12477,"8,730"," 52,690 "," 53,406 "
12480,280," 42,196 "," 43,325 "
12481,690," 58,301 "," 59,229 "
12482,370," 37,262 "," 37,668 "
12484,"1,480"," 66,614 "," 68,037 "
12485,490," 42,212 "," 42,859 "
12486,770," 59,049 "," 59,771 "
12487,"1,350"," 58,515 "," 59,261 "
12491,"1,010"," 60,703 "," 61,895 "
12492,110," 60,945 "," 61,873 "
12494,340," 67,406 "," 68,829 "
12495,150," 63,547 "," 65,487 "
12496,690," 55,239 "," 56,958 "
12498,"2,390"," 82,815 "," 85,135 "
12501,"1,030"," 55,936 "," 56,933 "
12502,470," 82,517 "," 83,938 "
12503,300," 92,743 "," 94,247 "
12508,"8,510"," 55,344 "," 56,006 "
12513,610," 88,559 "," 90,370 "
12514,"1,350"," 94,490 "," 96,070 "
12515,790," 50,603 "," 51,180 "
12516,740," 54,484 "," 55,751 "
12517,210," 57,671 "," 58,729 "
12518,"2,890"," 81,243 "," 82,543 "
12520,"1,670"," 89,725 "," 91,249 "
12521,780," 57,935 "," 59,145 "
12522,"2,230"," 53,383 "," 54,109 "
12523,880," 55,202 "," 55,973 "
12524,"7,620"," 71,502 "," 72,206 "
12525,"1,750"," 73,748 "," 75,278 "
12526,"1,820"," 68,196 "," 69,453 "
12528,"6,520"," 61,264 "," 61,928 "
12529,"1,120"," 68,585 "," 70,317 "
12531,"1,540"," 85,585 "," 86,819 "
12533,"12,180"," 89,133 "," 90,141 "
12534,"7,610"," 47,389 "," 48,156 "
12538,"6,560"," 58,924 "," 59,557 "
12540,"3,720"," 100,048 "," 101,453 "
12542,"2,870"," 65,611 "," 66,508 "
12543,"1,420"," 49,820 "," 50,093 "
12545,"2,240"," 115,492 "," 118,681 "
12546,"1,390"," 64,263 "," 65,335 "
12547,"1,420"," 64,465 "," 65,242 "
12548,740," 58,793 "," 59,349 "
12549,"4,990"," 69,681 "," 70,673 "
12550,"24,860"," 51,088 "," 51,687 "
12553,"12,150"," 60,591 "," 61,160 "
12561,"7,140"," 68,656 "," 70,020 "
12563,"3,530"," 70,456 "," 71,497 "
12564,"3,340"," 88,143 "," 89,591 "
12565,800," 39,276 "," 39,921 "
12566,"4,910"," 60,007 "," 60,722 "
12567,"1,310"," 70,750 "," 72,154 "
12569,"5,050"," 71,668 "," 72,602 "
12570,"3,380"," 86,802 "," 87,717 "
12571,"4,510"," 69,978 "," 71,297 "
12572,"4,540"," 116,999 "," 119,292 "
12575,"1,100"," 77,446 "," 78,334 "
12577,960," 75,200 "," 76,000 "
12578,"1,130"," 79,947 "," 81,011 "
12580,"1,890"," 75,333 "," 76,657 "
12581,980," 88,204 "," 90,416 "
12582,"2,260"," 81,235 "," 82,212 "
12583,"1,060"," 58,313 "," 59,490 "
12585,460," 69,867 "," 71,361 "
12586,"6,030"," 57,569 "," 58,122 "
12589,"6,700"," 59,989 "," 60,737 "
12590,"17,800"," 66,378 "," 67,037 "
12592,590," 56,653 "," 57,339 "
12594,"1,940"," 57,052 "," 57,642 "
12601,"17,230"," 46,671 "," 47,235 "
12603,"20,870"," 68,830 "," 69,685 "
12701,"4,360"," 37,618 "," 38,133 "
12719,460," 51,793 "," 52,826 "
12720,120," 91,217 "," 93,875 "
12721,"2,860"," 58,265 "," 58,886 "
12723,720," 52,165 "," 53,418 "
12725,150," 54,533 "," 55,280 "
12726,490," 54,147 "," 55,043 "
12729,870," 44,862 "," 45,205 "
12732,370," 60,816 "," 61,776 "
12733,240," 32,913 "," 33,375 "
12734,550," 42,275 "," 42,915 "
12737,800," 53,128 "," 53,821 "
12738,120," 46,017 "," 46,700 "
12740,920," 57,620 "," 58,212 "
12741,160," 42,119 "," 42,919 "
12742,170," 41,141 "," 41,635 "
12743,140," 59,436 "," 60,043 "
12746,560," 45,218 "," 45,573 "
12747,790," 43,818 "," 44,409 "
12748,920," 52,139 "," 53,038 "
12750,100," 36,450 "," 37,290 "
12751,400," 35,270 "," 35,450 "
12752,140," 49,621 "," 50,914 "
12754,"2,860"," 43,564 "," 44,064 "
12758,"1,700"," 47,385 "," 47,962 "
12759,600," 35,187 "," 35,518 "
12760,220," 42,550 "," 43,005 "
12762,260," 49,219 "," 50,154 "
12763,390," 48,313 "," 49,408 "
12764,730," 49,566 "," 50,560 "
12765,470," 55,247 "," 55,796 "
12766,140," 47,821 "," 48,236 "
12768,390," 51,992 "," 52,626 "
12770,100," 47,820 "," 48,550 "
12771,"6,090"," 48,252 "," 48,839 "
12775,"1,270"," 71,869 "," 73,017 "
12776,870," 54,954 "," 55,809 "
12777,330," 72,448 "," 73,582 "
12779,"1,020"," 39,856 "," 40,509 "
12780,"1,120"," 50,800 "," 51,257 "
12783,580," 44,483 "," 45,034 "
12786,300," 62,357 "," 63,533 "
12787,230," 48,583 "," 48,970 "
12788,940," 50,352 "," 50,818 "
12789,700," 46,830 "," 47,547 "
12790,"2,200"," 50,861 "," 51,386 "
12791,340," 55,559 "," 56,200 "
12792,210," 46,057 "," 46,767 "
12801,"7,640"," 42,429 "," 43,064 "
12803,"4,190"," 44,663 "," 45,116 "
12804,"13,470"," 62,608 "," 63,812 "
12808,170," 62,306 "," 63,041 "
12809,"1,660"," 46,865 "," 47,605 "
12810,320," 39,500 "," 39,788 "
12814,920," 58,340 "," 59,477 "
12815,500," 55,440 "," 56,048 "
12816,"2,110"," 48,873 "," 49,817 "
12817,"1,100"," 50,271 "," 51,021 "
12819,130," 40,392 "," 40,862 "
12821,150," 43,767 "," 44,120 "
12822,"2,800"," 43,458 "," 43,873 "
12823,140," 52,364 "," 52,900 "
12824,410," 74,995 "," 76,339 "
12827,"1,910"," 46,343 "," 47,071 "
12828,"4,650"," 45,185 "," 45,612 "
12831,"8,320"," 66,877 "," 67,777 "
12832,"2,710"," 43,431 "," 43,935 "
12833,"2,230"," 66,691 "," 67,892 "
12834,"3,170"," 54,245 "," 55,059 "
12835,"1,260"," 46,376 "," 46,854 "
12836,320," 54,316 "," 55,225 "
12837,350," 41,349 "," 42,031 "
12838,330," 43,712 "," 44,336 "
12839,"6,440"," 39,745 "," 40,132 "
12842,620," 42,992 "," 43,611 "
12843,260," 47,927 "," 48,427 "
12844,160," 83,506 "," 85,394 "
12845,"2,580"," 71,661 "," 72,791 "
12846,"1,620"," 44,788 "," 45,491 "
12847,370," 45,003 "," 47,846 "
12849,330," 47,503 "," 48,085 "
12850,"1,390"," 64,675 "," 65,706 "
12851,160," 37,744 "," 38,363 "
12852,220," 47,377 "," 47,895 "
12853,640," 41,617 "," 42,255 "
12855,120," 42,133 "," 42,683 "
12857,280," 42,182 "," 42,775 "
12859,"1,010"," 51,904 "," 52,402 "
12860,380," 37,745 "," 38,147 "
12861,290," 55,641 "," 56,059 "
12863,330," 62,009 "," 62,491 "
12865,"1,610"," 47,543 "," 48,427 "
12866,"18,890"," 166,754 "," 168,608 "
12870,790," 45,868 "," 46,684 "
12871,"1,970"," 52,431 "," 53,299 "
12873,370," 52,762 "," 53,868 "
12878,300," 39,007 "," 39,390 "
12883,"2,300"," 44,571 "," 45,026 "
12885,"2,210"," 40,522 "," 41,005 "
12886,110," 47,055 "," 47,955 "
12887,"2,150"," 42,456 "," 42,901 "
12901,"14,200"," 49,361 "," 50,114 "
12903,780," 59,283 "," 60,019 "
12910,740," 42,508 "," 42,849 "
12912,"1,000"," 43,165 "," 43,797 "
12913,530," 46,896 "," 47,449 "
12914,340," 39,141 "," 39,668 "
12916,900," 39,774 "," 40,151 "
12917,600," 41,310 "," 41,982 "
12918,"1,180"," 50,040 "," 50,576 "
12919,"1,590"," 44,997 "," 45,711 "
12920,"1,000"," 47,866 "," 48,759 "
12921,"1,200"," 54,883 "," 55,704 "
12923,210," 46,414 "," 47,048 "
12926,900," 39,224 "," 39,654 "
12928,900," 46,503 "," 46,987 "
12930,280," 38,375 "," 38,657 "
12932,640," 46,038 "," 46,638 "
12934,410," 40,139 "," 40,566 "
12935,690," 44,741 "," 45,238 "
12936,310," 53,432 "," 54,948 "
12937,610," 39,016 "," 39,375 "
12941,630," 47,616 "," 48,471 "
12942,340," 63,782 "," 65,668 "
12943,220," 56,155 "," 57,682 "
12944,"1,790"," 43,645 "," 44,170 "
12945,340," 49,182 "," 49,900 "
12946,"2,760"," 66,742 "," 68,296 "
12950,340," 39,747 "," 40,115 "
12952,260," 48,231 "," 48,735 "
12953,"4,840"," 46,116 "," 46,805 "
12955,150," 45,047 "," 45,593 "
12956,500," 38,564 "," 38,764 "
12957,710," 36,631 "," 36,966 "
12958,840," 45,320 "," 45,885 "
12959,600," 42,742 "," 43,198 "
12960,470," 47,130 "," 47,455 "
12961,120," 43,342 "," 43,725 "
12962,"2,600"," 56,149 "," 56,738 "
12965,210," 35,957 "," 36,395 "
12966,"1,190"," 39,557 "," 40,287 "
12967,440," 42,457 "," 42,730 "
12969,160," 48,525 "," 48,988 "
12970,160," 41,994 "," 43,094 "
12972,"2,990"," 58,415 "," 59,226 "
12974,650," 40,714 "," 40,994 "
12978,190," 42,900 "," 43,311 "
12979,"1,200"," 48,728 "," 49,116 "
12980,560," 40,211 "," 40,489 "
12981,"1,090"," 50,611 "," 51,201 "
12983,"3,580"," 52,418 "," 53,546 "
12985,460," 41,978 "," 42,354 "
12986,"2,640"," 49,336 "," 48,351 "
12987,130," 46,708 "," 48,685 "
12989,440," 50,250 "," 51,182 "
12992,"2,290"," 45,162 "," 45,676 "
12993,790," 54,648 "," 55,416 "
12996,930," 48,162 "," 48,888 "
12997,540," 47,183 "," 47,941 "
12998,210," 37,043 "," 37,105 "
13021,"18,440"," 51,039 "," 51,817 "
13026,660," 58,738 "," 59,970 "
13027,"16,320"," 66,735 "," 67,736 "
13028,570," 44,623 "," 45,047 "
13029,"3,480"," 65,116 "," 66,008 "
13030,"2,030"," 53,542 "," 54,288 "
13031,"8,290"," 63,793 "," 64,850 "
13032,"5,860"," 47,371 "," 48,076 "
13033,"1,720"," 47,466 "," 48,218 "
13034,900," 49,632 "," 50,258 "
13035,"3,820"," 101,075 "," 103,853 "
13036,"4,180"," 48,029 "," 48,587 "
13037,"4,350"," 54,900 "," 55,764 "
13039,"8,650"," 66,514 "," 67,425 "
13040,"1,170"," 42,818 "," 43,168 "
13041,"5,470"," 59,327 "," 60,047 "
13042,"1,040"," 45,825 "," 46,185 "
13044,"1,270"," 49,191 "," 49,763 "
13045,"11,370"," 48,160 "," 48,866 "
13052,890," 45,413 "," 46,001 "
13053,"2,210"," 53,827 "," 54,441 "
13054,720," 42,579 "," 43,136 "
13057,"7,940"," 50,439 "," 51,155 "
13060,"1,470"," 48,678 "," 49,400 "
13061,510," 53,602 "," 54,463 "
13063,920," 59,489 "," 60,585 "
13066,"6,460"," 118,154 "," 121,164 "
13068,"2,510"," 52,065 "," 52,822 "
13069,"10,750"," 43,475 "," 43,913 "
13071,480," 47,875 "," 48,977 "
13072,370," 35,738 "," 36,154 "
13073,"3,030"," 50,334 "," 51,249 "
13074,"1,910"," 41,602 "," 41,961 "
13076,"1,130"," 45,704 "," 46,109 "
13077,"3,200"," 51,599 "," 52,316 "
13078,"4,430"," 108,342 "," 110,806 "
13080,"1,820"," 48,540 "," 49,108 "
13081,510," 58,816 "," 59,867 "
13082,"2,360"," 47,764 "," 48,383 "
13083,780," 44,731 "," 45,058 "
13084,"2,200"," 61,415 "," 62,591 "
13088,"11,820"," 49,853 "," 50,479 "
13090,"15,420"," 58,391 "," 59,161 "
13092,"1,130"," 48,664 "," 49,391 "
13101,"1,180"," 42,629 "," 43,130 "
13103,170," 28,753 "," 28,853 "
13104,"7,680"," 118,155 "," 121,238 "
13108,"3,130"," 67,056 "," 68,213 "
13110,"1,150"," 57,970 "," 59,132 "
13111,710," 39,893 "," 40,225 "
13112,910," 55,400 "," 56,145 "
13114,"2,960"," 48,769 "," 49,276 "
13116,"1,790"," 51,718 "," 52,279 "
13118,"2,440"," 47,921 "," 48,683 "
13120,"1,050"," 44,990 "," 45,546 "
13122,520," 55,277 "," 55,887 "
13126,"14,410"," 50,902 "," 51,472 "
13131,"1,700"," 45,758 "," 46,145 "
13132,"1,900"," 50,201 "," 50,741 "
13135,"3,110"," 50,073 "," 50,685 "
13136,220," 32,364 "," 32,664 "
13140,"1,980"," 40,751 "," 41,245 "
13141,340," 40,959 "," 41,532 "
13142,"2,810"," 48,256 "," 48,858 "
13143,"1,130"," 44,111 "," 44,593 "
13144,530," 40,553 "," 40,942 "
13145,890," 44,049 "," 44,472 "
13146,890," 43,666 "," 44,283 "
13147,540," 48,954 "," 50,074 "
13148,"4,990"," 48,851 "," 49,533 "
13152,"3,990"," 115,853 "," 119,072 "
13155,310," 39,368 "," 39,758 "
13156,810," 50,032 "," 50,591 "
13158,660," 39,374 "," 40,098 "
13159,"2,500"," 66,864 "," 68,216 "
13160,950," 52,335 "," 53,199 "
13164,"1,230"," 61,286 "," 61,885 "
13165,"5,090"," 41,747 "," 42,303 "
13166,"2,750"," 45,368 "," 45,940 "
13167,"1,570"," 50,590 "," 51,108 "
13202,"1,800"," 40,747 "," 41,510 "
13203,"6,270"," 37,498 "," 38,096 "
13204,"7,890"," 30,883 "," 31,251 "
13205,"7,380"," 30,416 "," 30,677 "
13206,"8,290"," 37,397 "," 37,821 "
13207,"6,030"," 40,422 "," 41,042 "
13208,"9,280"," 29,665 "," 29,940 "
13209,"6,830"," 44,715 "," 45,195 "
13210,"6,040"," 39,738 "," 40,469 "
13211,"3,280"," 35,341 "," 35,645 "
13212,"10,630"," 46,716 "," 47,314 "
13214,"3,790"," 63,761 "," 65,056 "
13215,"7,150"," 76,221 "," 77,858 "
13219,"8,190"," 53,355 "," 54,056 "
13224,"4,210"," 65,759 "," 67,170 "
13302,630," 36,322 "," 36,629 "
13303,540," 58,659 "," 59,535 "
13304,900," 67,147 "," 68,081 "
13308,"1,520"," 43,436 "," 43,911 "
13309,"2,660"," 44,714 "," 45,145 "
13310,310," 39,668 "," 40,526 "
13314,220," 35,855 "," 36,068 "
13315,600," 43,488 "," 43,973 "
13316,"2,860"," 43,697 "," 44,144 "
13317,"1,670"," 45,147 "," 45,589 "
13318,620," 43,823 "," 44,732 "
13319,440," 38,741 "," 39,082 "
13320,880," 44,430 "," 45,370 "
13322,580," 47,660 "," 48,471 "
13323,"4,690"," 69,736 "," 71,083 "
13324,890," 42,122 "," 42,510 "
13325,450," 37,633 "," 38,322 "
13326,"2,610"," 74,134 "," 75,551 "
13327,980," 41,670 "," 42,476 "
13328,560," 49,955 "," 50,964 "
13329,"1,570"," 40,058 "," 40,474 "
13331,150," 54,473 "," 55,760 "
13332,"1,090"," 42,047 "," 42,751 "
13334,560," 41,798 "," 42,277 "
13335,750," 45,132 "," 45,683 "
13337,400," 68,233 "," 69,325 "
13338,600," 42,302 "," 42,808 "
13339,"2,590"," 39,020 "," 39,541 "
13340,"3,690"," 46,488 "," 47,097 "
13343,800," 45,446 "," 46,080 "
13346,"1,930"," 69,589 "," 70,765 "
13348,640," 45,667 "," 46,359 "
13350,"4,010"," 41,439 "," 41,948 "
13354,"1,620"," 53,317 "," 54,170 "
13355,390," 42,413 "," 42,885 "
13357,"4,760"," 42,925 "," 43,316 "
13360,220," 47,600 "," 48,568 "
13361,260," 42,554 "," 43,300 "
13363,"1,100"," 47,869 "," 48,432 "
13365,"3,670"," 45,079 "," 45,853 "
13367,"3,620"," 47,402 "," 48,454 "
13368,540," 40,793 "," 41,341 "
13402,650," 42,560 "," 43,345 "
13403,"2,280"," 60,652 "," 61,378 "
13406,300," 42,017 "," 42,583 "
13407,"2,420"," 42,112 "," 42,524 "
13408,"1,120"," 49,233 "," 49,878 "
13409,"1,100"," 42,863 "," 43,468 "
13411,"1,350"," 39,524 "," 39,955 "
13413,"7,790"," 81,847 "," 83,664 "
13416,950," 49,878 "," 50,617 "
13417,"1,680"," 41,160 "," 41,632 "
13420,840," 52,838 "," 54,115 "
13421,"6,330"," 47,211 "," 47,872 "
13424,"1,110"," 52,091 "," 52,632 "
13425,910," 42,107 "," 42,599 "
13428,640," 45,714 "," 46,267 "
13431,890," 51,784 "," 52,399 "
13433,710," 34,020 "," 34,292 "
13437,210," 42,229 "," 42,605 "
13438,"1,670"," 50,180 "," 50,806 "
13439,"1,760"," 42,779 "," 43,395 "
13440,"18,110"," 46,281 "," 46,816 "
13450,130," 39,300 "," 40,338 "
13452,"1,870"," 40,871 "," 41,331 "
13454,340," 41,000 "," 41,356 "
13456,"2,050"," 54,806 "," 55,753 "
13459,930," 43,382 "," 44,009 "
13460,"2,140"," 41,589 "," 42,225 "
13461,"1,610"," 55,742 "," 56,368 "
13464,500," 34,694 "," 35,318 "
13468,220," 52,045 "," 52,991 "
13469,380," 53,921 "," 54,442 "
13470,260," 39,415 "," 39,635 "
13471,"1,390"," 38,308 "," 38,806 "
13473,350," 44,720 "," 45,506 "
13476,"1,660"," 45,305 "," 45,964 "
13477,590," 42,849 "," 43,468 "
13478,"1,500"," 48,335 "," 49,007 "
13480,"1,550"," 47,237 "," 48,031 "
13483,110," 40,155 "," 40,427 "
13485,440," 39,782 "," 40,230 "
13486,420," 49,314 "," 49,962 "
13488,120," 42,600 "," 43,367 "
13489,300," 44,017 "," 44,493 "
13490,690," 49,194 "," 49,848 "
13491,"1,660"," 46,684 "," 47,446 "
13492,"5,980"," 56,648 "," 57,438 "
13493,840," 38,569 "," 38,794 "
13494,170," 38,224 "," 38,635 "
13495,"1,050"," 41,630 "," 42,066 "
13501,"14,670"," 37,068 "," 37,619 "
13502,"14,060"," 39,673 "," 40,140 "
13601,"16,720"," 44,899 "," 45,498 "
13603,"3,690"," 32,203 "," 32,488 "
13605,"1,970"," 48,296 "," 48,950 "
13606,"1,270"," 50,386 "," 51,144 "
13607,"1,020"," 52,498 "," 53,411 "
13608,650," 41,920 "," 42,375 "
13612,"1,270"," 47,422 "," 48,017 "
13613,"1,010"," 42,774 "," 43,108 "
13614,110," 37,800 "," 38,727 "
13616,800," 34,345 "," 34,699 "
13617,"3,840"," 54,584 "," 55,415 "
13618,860," 51,378 "," 52,502 "
13619,"4,340"," 44,006 "," 44,537 "
13620,870," 41,626 "," 42,547 "
13621,290," 42,021 "," 42,466 "
13622,"1,050"," 51,864 "," 52,555 "
13624,"2,250"," 52,664 "," 53,652 "
13625,850," 52,707 "," 53,245 "
13626,970," 44,240 "," 44,853 "
13630,540," 40,033 "," 40,452 "
13634,"1,870"," 50,538 "," 51,121 "
13635,410," 39,610 "," 39,973 "
13636,140," 41,743 "," 42,329 "
13637,"2,090"," 38,046 "," 38,464 "
13638,170," 37,024 "," 37,224 "
13640,220," 77,323 "," 78,441 "
13642,"3,460"," 43,085 "," 43,638 "
13646,910," 42,982 "," 44,046 "
13648,950," 44,846 "," 45,342 "
13650,580," 46,943 "," 47,757 "
13652,750," 38,453 "," 38,875 "
13654,840," 43,326 "," 44,071 "
13655,"1,390"," 33,250 "," 33,591 "
13656,"1,140"," 40,592 "," 41,088 "
13658,"1,040"," 45,936 "," 46,785 "
13659,250," 45,524 "," 45,928 "
13660,800," 45,561 "," 46,691 "
13661,700," 46,300 "," 47,331 "
13662,"7,160"," 46,364 "," 46,985 "
13664,230," 60,017 "," 60,878 "
13665,400," 39,058 "," 39,413 "
13667,"1,350"," 41,653 "," 42,479 "
13668,"1,490"," 45,321 "," 45,757 "
13669,"6,400"," 47,743 "," 48,423 "
13670,170," 32,635 "," 32,806 "
13672,360," 44,517 "," 44,869 "
13673,980," 40,421 "," 40,816 "
13676,"4,850"," 55,147 "," 55,975 "
13679,830," 45,184 "," 45,835 "
13680,450," 42,031 "," 42,536 "
13681,360," 37,031 "," 37,628 "
13682,410," 52,171 "," 52,988 "
13684,480," 41,281 "," 41,531 "
13685,"1,180"," 59,822 "," 60,633 "
13687,270," 42,959 "," 43,404 "
13690,360," 42,019 "," 42,381 "
13691,"1,310"," 43,329 "," 43,792 "
13693,270," 56,093 "," 56,844 "
13694,700," 58,920 "," 60,133 "
13696,120," 38,567 "," 38,992 "
13697,930," 41,799 "," 42,265 "
13730,"1,260"," 42,025 "," 42,502 "
13731,510," 61,867 "," 63,073 "
13732,"3,900"," 60,672 "," 61,401 "
13733,"2,250"," 44,724 "," 45,260 "
13734,990," 43,716 "," 44,246 "
13736,"1,080"," 44,399 "," 44,893 "
13739,420," 43,081 "," 43,600 "
13740,230," 53,496 "," 55,465 "
13743,"1,730"," 45,943 "," 46,451 "
13744,560," 44,596 "," 45,325 "
13746,"1,260"," 48,565 "," 49,040 "
13748,"1,790"," 48,419 "," 48,891 "
13750,470," 38,811 "," 39,174 "
13751,120," 37,825 "," 38,242 "
13752,350," 42,206 "," 42,903 "
13753,"1,920"," 50,724 "," 51,875 "
13754,"1,360"," 40,406 "," 40,937 "
13755,570," 41,047 "," 41,525 "
13756,220," 38,036 "," 38,641 "
13757,420," 48,512 "," 48,379 "
13760,"21,430"," 52,090 "," 52,747 "
13775,750," 48,787 "," 49,447 "
13776,330," 45,461 "," 46,218 "
13777,400," 41,995 "," 42,335 "
13778,"2,690"," 49,012 "," 49,639 "
13780,470," 46,991 "," 47,470 "
13782,310," 41,884 "," 42,310 "
13783,"1,030"," 44,086 "," 44,787 "
13786,190," 41,837 "," 42,305 "
13787,"1,530"," 39,686 "," 40,056 "
13788,420," 45,086 "," 46,026 "
13790,"8,590"," 40,823 "," 41,394 "
13795,"1,810"," 44,300 "," 44,617 "
13796,590," 43,958 "," 44,483 "
13797,920," 41,752 "," 42,143 "
13801,540," 36,204 "," 36,574 "
13802,440," 46,232 "," 47,114 "
13803,"1,850"," 42,656 "," 43,164 "
13804,220," 38,641 "," 38,914 "
13806,110," 39,227 "," 39,836 "
13807,610," 45,959 "," 46,925 "
13808,780," 45,097 "," 45,578 "
13809,720," 40,976 "," 41,553 "
13810,510," 40,071 "," 40,602 "
13811,"2,030"," 46,717 "," 47,212 "
13812,"1,080"," 42,951 "," 43,536 "
13813,410," 41,198 "," 41,793 "
13815,"6,030"," 46,886 "," 47,500 "
13820,"7,780"," 50,117 "," 50,992 "
13825,"1,540"," 44,771 "," 45,564 "
13827,"5,310"," 51,678 "," 52,409 "
13830,"2,200"," 42,777 "," 43,339 "
13832,270," 37,548 "," 37,870 "
13833,"1,940"," 44,647 "," 45,085 "
13835,650," 40,848 "," 41,235 "
13838,"1,950"," 43,870 "," 44,336 "
13839,650," 38,968 "," 39,368 "
13841,230," 40,243 "," 40,835 "
13842,210," 47,752 "," 48,405 "
13843,780," 42,332 "," 42,926 "
13844,330," 38,967 "," 39,494 "
13846,150," 43,280 "," 44,093 "
13849,"2,000"," 46,503 "," 47,033 "
13850,"10,060"," 71,987 "," 73,294 "
13856,"2,690"," 42,293 "," 42,869 "
13861,330," 47,048 "," 47,694 "
13862,"1,810"," 45,409 "," 46,015 "
13863,200," 35,495 "," 35,805 "
13864,510," 40,420 "," 41,069 "
13865,"2,770"," 45,556 "," 46,004 "
13901,"8,650"," 48,603 "," 49,261 "
13903,"8,570"," 51,977 "," 52,836 "
13904,"4,300"," 42,786 "," 43,224 "
13905,"11,030"," 45,215 "," 45,980 "
14001,"4,820"," 53,056 "," 53,876 "
14004,"5,360"," 54,569 "," 55,316 "
14005,910," 46,596 "," 48,346 "
14006,"4,840"," 47,429 "," 47,945 "
14008,720," 46,742 "," 47,385 "
14009,"2,650"," 45,187 "," 45,872 "
14011,"2,870"," 49,105 "," 49,786 "
14012,"1,130"," 44,042 "," 44,678 "
14013,730," 40,912 "," 41,434 "
14020,"10,050"," 45,268 "," 45,978 "
14024,720," 45,233 "," 45,478 "
14025,"1,580"," 62,838 "," 64,101 "
14026,390," 51,774 "," 52,567 "
14028,730," 58,197 "," 58,997 "
14030,780," 42,340 "," 42,913 "
14031,"4,910"," 120,021 "," 122,824 "
14032,"4,040"," 102,157 "," 104,492 "
14033,"1,170"," 71,493 "," 72,750 "
14034,880," 45,419 "," 46,044 "
14036,"2,450"," 48,847 "," 49,540 "
14037,610," 52,443 "," 53,130 "
14040,"1,120"," 50,296 "," 50,977 "
14041,100," 36,010 "," 36,550 "
14042,"1,690"," 39,762 "," 40,143 "
14043,"12,980"," 46,487 "," 46,965 "
14047,"3,180"," 55,627 "," 56,209 "
14048,"6,440"," 38,665 "," 39,098 "
14051,"10,020"," 107,594 "," 110,326 "
14052,"8,970"," 84,003 "," 86,281 "
14054,610," 50,298 "," 51,005 "
14055,720," 50,711 "," 51,692 "
14057,"4,170"," 59,324 "," 60,374 "
14058,"1,060"," 51,095 "," 52,402 "
14059,"4,960"," 71,779 "," 72,955 "
14060,180," 39,856 "," 40,422 "
14062,"1,530"," 46,442 "," 47,215 "
14063,"5,110"," 52,826 "," 53,675 "
14065,770," 41,318 "," 42,599 "
14066,490," 45,037 "," 45,973 "
14067,"2,400"," 48,614 "," 49,257 "
14068,"3,580"," 82,744 "," 84,662 "
14069,450," 57,729 "," 58,656 "
14070,"2,300"," 42,233 "," 42,646 "
14072,"10,580"," 73,426 "," 74,757 "
14075,"22,270"," 61,578 "," 62,456 "
14080,"2,130"," 56,625 "," 57,647 "
14081,"1,220"," 45,151 "," 45,757 "
14082,230," 49,400 "," 51,396 "
14085,"3,740"," 70,743 "," 71,550 "
14086,"17,210"," 63,425 "," 64,263 "
14091,590," 43,485 "," 44,342 "
14092,"5,680"," 72,460 "," 73,888 "
14094,"24,480"," 49,968 "," 50,582 "
14098,"1,340"," 44,300 "," 44,875 "
14101,820," 39,787 "," 40,341 "
14102,670," 58,891 "," 59,536 "
14103,"4,930"," 41,963 "," 42,495 "
14105,"2,130"," 47,135 "," 47,753 "
14108,"2,790"," 47,941 "," 48,394 "
14111,"1,590"," 47,451 "," 48,155 "
14113,400," 47,403 "," 48,645 "
14120,"22,520"," 53,642 "," 54,268 "
14125,"1,760"," 45,676 "," 46,262 "
14127,"15,640"," 96,425 "," 98,527 "
14129,570," 45,498 "," 45,974 "
14131,"2,550"," 53,778 "," 54,453 "
14132,"2,910"," 50,981 "," 51,629 "
14134,150," 45,073 "," 45,920 "
14136,"2,310"," 44,061 "," 44,704 "
14138,850," 41,193 "," 41,831 "
14139,"1,180"," 59,897 "," 61,035 "
14141,"3,730"," 51,378 "," 52,337 "
14143,670," 51,430 "," 52,000 "
14145,770," 49,471 "," 51,549 "
14150,"22,070"," 45,002 "," 45,503 "
14167,800," 48,795 "," 50,248 "
14170,"1,260"," 64,006 "," 65,075 "
14171,960," 45,492 "," 46,038 "
14172,"1,620"," 53,704 "," 54,360 "
14174,"2,900"," 73,118 "," 74,292 "
14201,"4,580"," 35,688 "," 36,283 "
14202,"1,690"," 161,613 "," 165,893 "
14203,730," 54,590 "," 55,862 "
14204,"3,270"," 27,794 "," 27,971 "
14206,"9,490"," 32,359 "," 32,604 "
14207,"9,310"," 25,915 "," 26,177 "
14208,"3,640"," 27,297 "," 27,475 "
14209,"3,470"," 67,377 "," 69,392 "
